"Dictionary (Translation on Storefront side)",todos,module,Magento_Translation
"Embedded (Translation on Admin side)","Embedded (Translation on Admin side)",module,Magento_Translation
"Translation Strategy","Translation Strategy",module,Magento_Translation
Translations,Traduções,module,Magento_Translation
"Translation files.","Arquivos de tradução.",module,Magento_Translation
