"Edit Automated Email Reminder Rules","Edit Automated Email Reminder Rules",module,Magento_PromotionPermissions
"Edit Catalog Price Rules","Edit Catalog Price Rules",module,Magento_PromotionPermissions
"Edit Shopping Cart Price Rules","Edit Shopping Cart Price Rules",module,Magento_PromotionPermissions
